chrom1	start1	end1	chrom2	start2	end2	obs.raw	cstart1	cstart2	c_label	c_size	la_exp.donut.value	la_exp.vertical.value	la_exp.horizontal.value	la_exp.lowleft.value
chr12	3990000	3995000	chr12	4385000	4390000	100	3992500.0	4390000.0	29	8	32.57454732931544	36.71250970712665	39.66072513989336	24.204202764060078
chr12	3990000	4000000	chr12	4640000	4650000	126	3988000.0	4634000.0	14	5	58.473865543807364	59.61078658423787	74.90713500357491	64.02765704981685
chr12	4100000	4105000	chr12	4385000	4390000	150	4102916.666666666	4386666.666666666	33	12	45.7603921742173	59.892939807394505	57.16744812849503	37.30904143094194
chr12	4100000	4110000	chr12	4630000	4640000	86	4100000.0	4630000.0	20	1	45.63479284691432	49.91535041324946	49.36677075638472	39.237984422016986
chr12	4215000	4220000	chr12	4385000	4390000	238	4228913.043478262	4377391.304347826	35	23	89.58363051816247	129.51145633450858	101.10367477198136	109.68948991738522
chr12	4680000	4690000	chr12	4860000	4870000	167	4695000.0	4862500.0	28	4	77.06492308353467	88.56330643924214	84.44311794886083	88.93104273029266
chr12	4965000	4970000	chr12	5105000	5110000	287	4962222.222222222	5113888.888888889	39	17	93.48151687768768	121.17847142304537	119.85323368605025	95.75991107476892
chr12	5130000	5135000	chr12	5195000	5200000	277	5126500.0	5193500.0	42	10	79.5996740184863	88.01042622113407	98.1836812217418	84.7847542452445
chr12	6095000	6100000	chr12	6155000	6160000	125	6088750.0	6151250.0	43	4	56.72230714456374	54.81289518281285	65.8563099076335	54.97579627278182
chr12	6095000	6100000	chr12	6390000	6395000	48	6095000.0	6392500.0	44	2	18.135234142054568	23.819822879659057	19.704504173671516	19.207951808339764
chr12	6170000	6175000	chr12	6390000	6395000	147	6172083.333333332	6389166.666666666	45	12	38.162759422747065	51.8206951289118	45.18165948469539	42.457200514299686
chr12	6310000	6315000	chr12	6385000	6390000	205	6305555.555555555	6386111.111111111	47	18	77.00704852205249	94.82730019655074	82.58026519230674	73.67083920151906
chr12	6440000	6445000	chr12	6570000	6575000	130	6442500.0	6570000.0	49	2	62.922226148599634	65.11489741096906	78.10263015005856	54.83208253842698
chr12	6535000	6540000	chr12	6640000	6645000	178	6532142.857142856	6646428.571428571	50	7	79.37558900006513	89.04351734289982	106.9105692642918	69.67329546208175
chr12	6770000	6775000	chr12	6830000	6835000	166	6770000.0	6830000.0	57	1	85.66405407697405	102.47231269718296	100.71151807134198	73.84476406978942
chr12	6860000	6870000	chr12	6930000	6940000	709	6849230.76923077	6937692.307692307	52	13	360.22199253527947	407.5110751919632	382.9178344732901	329.181013071039
chr12	6975000	6980000	chr12	7075000	7080000	154	6975000.0	7072500.0	59	2	68.44038718278335	74.1721180690528	87.11523087011818	82.3600103771808
chr12	7370000	7375000	chr12	7610000	7615000	107	7371500.0	7611500.0	61	10	28.564663819243933	34.622792552247056	33.286968423014805	33.814965038122246
chr12	7370000	7375000	chr12	7785000	7790000	77	7372777.777777777	7790000.0	62	9	22.74799923922577	30.113458559262572	28.11613737201436	22.666530265766912
chr12	7830000	7835000	chr12	7955000	7960000	84	7823000.0	7956000.0	63	5	28.99508921998707	38.39071615293259	29.63065273510986	29.51679246874166
chr12	8010000	8015000	chr12	8145000	8150000	138	8009444.444444444	8148888.888888887	65	9	40.47826674286152	50.16263098145125	52.88599303045783	35.87724991226004
chr12	8085000	8090000	chr12	8145000	8150000	270	8081250.0	8145000.0	66	4	91.05700883678594	109.4254014543146	145.495970459821	86.91874920032738
chr12	8180000	8190000	chr12	8390000	8400000	84	8180000.0	8390000.0	61	1	38.2254670577143	48.4439338857576	37.958170545074246	47.34771897218175
chr12	8255000	8260000	chr12	8385000	8390000	47	8256666.666666666	8386666.666666666	68	3	14.625193550506033	17.301116575876993	17.9709871594057	16.89958056076926
chr12	8690000	8700000	chr12	9030000	9040000	143	8690000.0	9035000.0	65	2	69.45129379797619	76.97035641004959	79.16674625528967	67.03730222897781
chr12	8690000	8700000	chr12	9200000	9210000	108	8690000.0	9200000.0	66	1	51.98241818514003	59.837050631907736	53.29029925583654	54.98609653441165
chr12	8760000	8770000	chr12	9510000	9520000	56	8770000.0	9510000.0	67	2	27.70047063665012	29.19280227692932	24.14441064125628	29.943720875413906
chr12	8830000	8835000	chr12	9035000	9040000	66	8830000.0	9035000.0	72	1	31.59888449946764	35.03724899245709	38.04334187781743	30.20940742731533
chr12	8830000	8835000	chr12	9195000	9200000	66	8828333.333333332	9198333.333333332	71	3	29.322136534174252	37.88437777497451	29.79510679658392	29.665945576155725
chr12	9800000	9805000	chr12	9885000	9890000	191	9797777.777777778	9871111.11111111	76	18	94.58110138202015	90.38089106452914	116.26538187204142	100.47807610599743
chr12	9900000	9905000	chr12	9960000	9965000	135	9897500.0	9960000.0	77	4	54.91587292661721	51.287559648802564	66.71472508054946	64.40948999010375
chr12	9900000	9905000	chr12	10070000	10075000	91	9905625.0	10076875.0	78	7	32.062099093249074	37.27115611702571	46.68533439844661	31.41867930479208
chr12	9900000	9905000	chr12	10280000	10285000	56	9897500.0	10288750.0	79	4	18.938749430666594	20.478316117982207	25.547423734040752	19.290159989688387
chr12	9970000	9980000	chr12	10070000	10080000	344	9961250.0	10072500.0	80	8	179.07565557519192	209.55860254286904	204.18759741278663	165.05753468017718
chr12	10185000	10190000	chr12	10290000	10295000	94	10197500.0	10288750.0	82	4	36.14892335566036	45.34990004174705	36.17871733630431	36.356556560279095
chr12	10385000	10390000	chr12	10710000	10715000	88	10384375.0	10714375.0	83	8	25.067353687801408	27.95451161082523	32.10606922681235	24.734927643285022
chr12	10385000	10390000	chr12	10825000	10830000	55	10387500.0	10825000.0	84	2	20.588916434594047	20.339248067068766	24.09477623384273	19.417232110942784
chr12	10385000	10390000	chr12	10900000	10905000	49	10385000.0	10900000.0	85	1	16.972369097782494	19.10734304419628	22.1929578111393	18.320954413158656
chr12	10925000	10930000	chr12	11350000	11355000	67	10923333.333333332	11351666.666666664	90	3	27.293837421985675	37.65952603384408	32.42377585850222	21.685040264400655
chr12	10925000	10930000	chr12	11635000	11640000	101	10920714.285714284	11636428.57142857	89	7	27.03724108926529	33.543151773917124	30.63107492348671	31.848508937070733
chr12	11380000	11385000	chr12	11640000	11645000	129	11380000.0	11637000.0	91	5	42.76850426155915	51.68766781918477	49.52635918105031	48.17081098023032
chr12	11720000	11730000	chr12	12730000	12740000	63	11720000.0	12730000.0	104	1	22.45320059105494	22.34172078630296	31.80448204164825	18.479634873724734
chr12	11720000	11730000	chr12	12860000	12870000	73	11720000.0	12860000.0	105	3	32.82746601963347	36.867672447206004	33.36397615031901	33.41286256250255
chr12	11730000	11735000	chr12	11800000	11805000	133	11725000.0	11800000.0	93	5	62.17679604029414	68.87554158944981	61.197924979982545	65.23367477203793
chr12	11730000	11735000	chr12	11880000	11885000	123	11720833.333333332	11903333.333333332	94	6	51.35709497518138	50.73468202811025	69.55027088317728	42.424469020383185
chr12	11730000	11735000	chr12	11985000	11990000	114	11723333.333333332	11986666.666666664	95	3	52.9655871755281	54.128084178110896	61.4837486495984	43.19899200236463
chr12	11730000	11735000	chr12	12185000	12190000	136	11720666.666666664	12177666.666666664	92	15	49.66334384972554	65.63704209578083	54.368619998999215	39.75091125370474
chr12	11735000	11740000	chr12	12480000	12485000	50	11735000.0	12480000.0	96	1	19.764649719872416	25.194106430084943	20.05273885783707	17.956461287579472
chr12	11800000	11810000	chr12	12160000	12170000	298	11800000.0	12170000.0	107	3	162.93257179418188	175.98476576042987	165.15480874688043	111.97482174963476
chr12	11805000	11810000	chr12	11985000	11990000	112	11801666.666666664	11983333.333333332	99	3	57.01989565200688	56.574250619052584	71.22938980875787	53.785124974293716
chr12	11915000	11920000	chr12	11985000	11990000	204	11906000.0	11983000.0	102	5	100.4920068726746	116.8404124951898	91.95111148342389	105.41583092844044
chr12	12235000	12240000	chr12	12485000	12490000	147	12234375.0	12479062.5	105	16	43.772575980548545	54.38428859225109	49.014246828531796	53.16769326711009
chr12	12530000	12535000	chr12	12760000	12765000	128	12525000.0	12750000.0	107	4	49.18014552027454	43.54342315789359	77.41631852148298	46.94144917481464
chr12	12530000	12535000	chr12	12855000	12860000	203	12521428.57142857	12861071.428571427	106	14	65.05555220698363	66.83947662628955	91.4682607911112	58.393171846649466
chr12	12870000	12880000	chr12	14540000	14550000	23	12870000.0	14540000.0	132	1	4.332989399680707	4.522341577711232	4.736326829553319	4.172533377880178
chr12	12940000	12950000	chr12	13130000	13140000	150	12940000.0	13130000.0	127	1	77.30141251267962	88.9870251091083	84.18614366868209	73.7683868807089
chr12	12940000	12945000	chr12	13360000	13365000	45	12940000.0	13360000.0	116	1	15.58294447845961	19.0019110837556	17.974473763375098	15.982691034569207
chr12	13065000	13070000	chr12	13360000	13365000	138	13073636.363636365	13365454.545454545	117	11	47.18139470750247	55.174444703142306	60.19176279697615	42.28154859654063
chr12	13430000	13440000	chr12	14090000	14100000	82	13430000.0	14090000.0	133	1	34.6383549265861	39.57679341299346	39.243069995416825	35.5024379578089
chr12	13510000	13520000	chr12	13810000	13820000	163	13506666.666666664	13813333.333333332	134	3	67.20213688189111	73.35326368869814	76.22019036142585	59.96244742182928
chr12	13890000	13900000	chr12	14320000	14330000	75	13885000.0	14315000.0	137	2	27.78833508839651	34.651794392928444	29.790598133629853	32.00485876290442
chr12	14015000	14020000	chr12	14320000	14325000	61	14015000.0	14318750.0	119	4	16.63924615026684	22.92710082848772	19.967095851686267	18.405355862550824
chr12	14100000	14110000	chr12	14320000	14330000	137	14105000.0	14320000.0	140	2	60.08227274517507	86.88339778316477	57.86666804041297	69.29130691945561
chr12	14260000	14265000	chr12	14320000	14325000	100	14257500.0	14317500.0	121	2	47.843834170275365	48.288947653373214	54.39547607759364	51.72170705504375
chr12	14380000	14390000	chr12	14870000	14880000	151	14380000.0	14870000.0	144	1	65.43261800761752	54.117863282547425	94.88260140843269	55.762092635899705
chr12	14390000	14395000	chr12	14515000	14520000	161	14404375.0	14513750.0	122	8	66.15624337001495	73.49114583072354	78.57258962750538	69.37983312009564
chr12	14390000	14400000	chr12	14600000	14610000	228	14388333.333333332	14613333.333333332	142	6	110.97585960148004	111.12538057482362	147.82085895147708	122.41248327958431
chr12	14390000	14395000	chr12	14765000	14770000	113	14390000.0	14770000.0	124	3	41.093088688974206	47.16853093129628	50.02056856850477	35.070000483036864
chr12	14430000	14440000	chr12	14510000	14520000	411	14440000.0	14510000.0	145	2	220.08618771111145	249.23101620924083	243.9421342165511	194.36892565749864
chr12	14515000	14520000	chr12	14765000	14770000	80	14515000.0	14765000.0	126	1	30.683471182182032	47.39103281836093	28.54081570053926	25.10843385457925
chr12	14520000	14525000	chr12	14920000	14925000	43	14520000.0	14920000.0	127	1	13.772624701885595	19.13529799197104	14.473888071496795	14.802872609734356
chr12	14780000	14790000	chr12	15140000	15150000	96	14780000.0	15140000.0	154	1	43.741300913821306	54.725363253365394	47.45080921937482	37.82696441451082
chr12	14785000	14790000	chr12	14865000	14870000	70	14780000.0	14867500.0	129	4	33.044533450799115	34.65736421983906	39.215543302468475	32.42771675318116
chr12	14870000	14880000	chr12	15370000	15380000	68	14875000.0	15370000.0	156	2	32.395099944951546	37.25252949820876	38.19314897523522	29.204620336305307
chr12	14870000	14880000	chr12	15420000	15430000	68	14870000.0	15420000.0	157	1	30.97466792873559	33.16626508329863	39.23868009723051	37.179378565490325
chr12	14875000	14880000	chr12	15150000	15155000	67	14875000.0	15147500.0	130	2	25.796125576752143	31.4688686016502	27.12841773284957	29.395193825820176
chr12	14995000	15000000	chr12	15145000	15150000	159	14996428.57142857	15147857.142857142	132	14	39.94981479022318	54.086361732917396	46.96431303612886	36.51623974117836
chr12	15420000	15430000	chr12	16000000	16010000	82	15421666.666666664	16005000.0	164	6	38.460319034216795	46.95588413112676	44.74769866194562	39.2008090632809
chr12	15425000	15430000	chr12	15670000	15675000	92	15428125.0	15674375.0	134	8	22.476850567510905	30.051401079231823	26.838067322232128	25.04982741118609
chr12	15425000	15430000	chr12	15735000	15740000	55	15425000.0	15732500.0	135	2	14.921512204749314	15.812680245215896	18.706463132234546	14.745466195262287
chr12	15680000	15685000	chr12	15740000	15745000	142	15680000.0	15740000.0	137	1	48.56180314346872	45.72645737187431	54.170120309150725	58.56065960218111
chr12	15685000	15690000	chr12	16005000	16010000	84	15680000.0	16006250.0	136	4	30.304984930763183	35.63962120012567	38.3072216532323	27.634165254277693
chr12	15740000	15745000	chr12	16005000	16010000	145	15742307.692307696	16003461.53846154	139	13	39.350819077564395	47.585070613846646	47.83550370405368	42.55225542105697
chr12	16755000	16760000	chr12	16820000	16825000	50	16755000.0	16820000.0	140	1	22.502206962341102	25.17989836427843	21.72325504093776	22.0448582481438
chr12	17915000	17920000	chr12	18000000	18005000	61	17920000.0	18007500.0	141	8	17.807633448682143	19.862501494518465	16.67325604477625	14.08767274562711
chr12	18290000	18295000	chr12	18375000	18380000	43	18290000.0	18375000.0	142	1	17.197625972324882	18.476871823162565	18.78864330281926	18.179777557665453
chr12	18290000	18300000	chr12	18470000	18480000	77	18295000.0	18470000.0	1015	2	33.7708320750619	34.57564376437325	36.79701289915547	33.255031055050075
chr12	19890000	19900000	chr12	20370000	20380000	93	19900000.0	20365000.0	1017	2	45.38235504494357	47.12857629034425	57.629286108149024	44.34505308337695
chr12	20790000	20800000	chr12	21310000	21320000	53	20790000.0	21310000.0	1020	1	18.35198228387669	20.37343029713379	22.099705432699434	17.8260883422908
chr12	21100000	21105000	chr12	21315000	21320000	34	21100000.0	21317500.0	145	2	10.801117477922919	11.627046798759293	12.210414872495699	10.710628176421302
chr12	21400000	21410000	chr12	21830000	21840000	71	21395000.0	21830000.0	1022	2	23.067687063919287	31.01649594012936	23.283462453164386	25.25327281261104
chr12	21450000	21460000	chr12	21820000	21830000	93	21460000.0	21823333.33333333	1023	3	46.18237503242901	58.827364712288386	52.4590839593394	38.85905062467558
chr12	21850000	21860000	chr12	22170000	22180000	121	21846666.666666664	22158333.33333333	1029	6	48.27402035154717	50.71538567481954	63.97548185725681	56.46382478610011
chr12	21850000	21860000	chr12	22590000	22600000	73	21855000.0	22590000.0	1030	2	25.707997982010657	32.5079259198984	30.356455119651194	20.907275469993944
chr12	22250000	22260000	chr12	22590000	22600000	290	22244545.454545453	22594545.45454545	1031	11	89.72593327391796	119.25080225042187	103.30957772835659	74.93617054596876
chr12	22695000	22700000	chr12	22775000	22780000	192	22692272.72727273	22782272.72727273	150	11	95.14863817071159	108.1574813729113	99.23150009125943	92.9291968327447
chr12	23350000	23360000	chr12	24930000	24940000	60	23350000.0	24930000.0	990	1	16.641654605752617	18.206598888045736	25.43950596733296	19.947377495264057
chr12	24990000	24995000	chr12	25100000	25105000	143	24995833.33333333	25099166.666666664	152	6	68.41619580552639	75.90654528176242	67.18732549216135	80.77550992393864
chr12	25000000	25010000	chr12	25280000	25290000	157	24993333.33333333	25276666.666666664	995	3	67.92554263070242	86.97654340415146	73.54823946303962	70.31005207179
chr12	25145000	25150000	chr12	25205000	25210000	239	25148333.33333333	25213888.88888889	154	9	88.837378103275	100.41629653055048	108.7972754534459	86.94824713465741
chr12	25145000	25150000	chr12	25270000	25275000	194	25138000.0	25275750.0	153	20	80.01320812258999	85.30395256004876	105.77971769154779	66.68929683185972
chr12	25145000	25150000	chr12	25535000	25540000	47	25145000.0	25535000.0	155	1	18.976044389090198	24.252542937459825	16.470229252403236	17.904829613005145
chr12	25405000	25410000	chr12	25535000	25540000	148	25395714.285714284	25535714.285714284	156	7	75.17045903194209	97.15500353837486	76.88542746616542	68.72949671311757
chr12	25590000	25595000	chr12	26175000	26180000	79	25586000.0	26175000.0	159	10	21.782739174180108	24.783765580535587	25.96725359738541	23.069654545465088
chr12	27175000	27180000	chr12	27455000	27460000	101	27176250.0	27453750.0	164	8	45.21751350808549	54.86741161878251	53.64531977864463	43.684746540178956
chr12	27880000	27885000	chr12	28090000	28095000	76	27885000.0	28089375.0	169	8	21.931767710059333	26.5828588581914	27.29245303820609	26.041147304826225
chr12	27880000	27890000	chr12	29020000	29030000	58	27880000.0	29020000.0	178	1	15.322310153718204	20.62597083040239	17.3195681620214	18.74203424856306
chr12	28090000	28100000	chr12	29010000	29020000	66	28100000.0	29015000.0	182	2	32.315777196029266	38.460932081271615	31.53171668565816	36.516383137401206
chr12	29220000	29225000	chr12	29470000	29475000	57	29230000.0	29469000.0	172	5	21.284502119772142	26.63215849786561	23.225103617847065	26.44461892602937
chr12	29670000	29675000	chr12	30960000	30965000	37	29670000.0	30960000.0	173	1	11.053016508050213	15.394396523878381	11.201889008472588	11.810154279303609
chr12	30995000	31000000	chr12	31140000	31145000	109	31001428.57142857	31136428.57142857	175	7	54.298694176593074	53.40305710397325	61.04612749282293	60.55194258007097
chr12	31000000	31005000	chr12	31390000	31395000	82	30993750.0	31391250.0	174	4	19.393701653928595	20.40683366011661	30.299049860598608	20.469510393775323
chr12	31000000	31010000	chr12	31790000	31800000	33	31000000.0	31790000.0	190	1	8.31351983338881	10.040143991909993	10.26657274211758	11.620576206976676
chr12	31270000	31275000	chr12	31390000	31395000	124	31270000.0	31390000.0	176	1	54.57317279582457	57.55468903659995	71.28921688870837	53.239151444239006
chr12	31400000	31405000	chr12	31795000	31800000	44	31400000.0	31795000.0	178	1	13.099530260114449	19.638019623553085	14.735380912019286	17.93379267638833
chr12	31555000	31560000	chr12	31790000	31795000	171	31553461.53846154	31791923.07692308	179	13	32.45478231631277	44.7417811359208	47.37794343721722	39.967924289276546
chr12	31555000	31560000	chr12	32460000	32465000	45	31555000.0	32460000.0	180	1	15.316495064403114	14.363463648442455	20.005517505504056	12.589596596747045
chr12	31800000	31810000	chr12	32600000	32610000	101	31800000.0	32605000.0	200	2	39.63245659153035	35.117780956992924	62.930707568325005	48.439552692693965
chr12	31800000	31810000	chr12	32900000	32910000	105	31803333.33333333	32896666.666666664	202	3	31.398327456243447	31.402575759612326	42.36001590358944	47.70616025894584
chr12	31810000	31815000	chr12	32825000	32830000	37	31805000.0	32827500.0	181	2	12.191168366000571	11.90793562028928	15.148226239182033	8.814970927814867
chr12	31830000	31840000	chr12	32450000	32460000	231	31816666.666666664	32457500.0	199	12	99.6289537344388	117.47240724180895	122.66587402446491	88.92049495242192
chr12	31835000	31840000	chr12	31960000	31965000	97	31835000.0	31960000.0	184	3	41.940236778945696	50.94800515801322	54.6840026920708	42.14072978213233
chr12	31900000	31905000	chr12	31960000	31965000	153	31898750.0	31962500.0	187	4	68.01790999143765	75.79793329870357	65.6378952173195	69.46209087215766
chr12	31900000	31905000	chr12	32045000	32050000	101	31900000.0	32045000.0	188	1	54.18145572026554	61.84388409816996	56.71799608135235	43.321048598859605
chr12	32510000	32520000	chr12	32820000	32830000	152	32515000.0	32820000.0	215	2	66.29654902170687	72.56577806226105	73.51274739016827	72.79043684360398
chr12	32600000	32610000	chr12	32900000	32910000	190	32603333.33333333	32893333.33333333	218	3	93.10239818394061	89.21364581233524	119.45308695117996	106.7557641666105
chr12	32600000	32610000	chr12	34170000	34180000	52	32605000.0	34170000.0	219	2	17.556609696263845	24.185992820491272	14.821695308000464	18.787879528549237
chr12	32605000	32610000	chr12	32825000	32830000	94	32605714.285714284	32820714.285714284	194	7	34.65167365221371	34.80835487004752	44.93354206869861	38.11425920154728
chr12	32905000	32910000	chr12	34170000	34175000	80	32908571.428571425	34172142.85714286	647	7	13.099649846270713	21.173999778179525	12.925883856934444	18.427222246974047
chr12	32910000	32915000	chr12	33070000	33075000	62	32910000.0	33068000.0	195	5	20.976065503893174	23.70925232888658	25.84759511028962	25.63352117187515
chr12	34185000	34190000	chr12	34370000	34375000	29	34185000.0	34370000.0	648	1	7.504060509121023	8.293443429849953	6.493636479486629	7.32463430595505
chr12	34270000	34275000	chr12	34365000	34370000	61	34272500.0	34365000.0	649	2	25.07134649441017	25.05131075343645	25.153466641483288	24.902327666703005
chr12	38530000	38535000	chr12	38705000	38710000	64	38532500.0	38702500.0	650	6	16.02041708361563	19.171002407341348	20.087873078554804	19.945310586229642
chr12	38530000	38540000	chr12	39490000	39500000	107	38524000.0	39492000.0	226	5	40.46953303855204	37.35686024008268	48.29692652788701	37.922811880417534
chr12	38530000	38540000	chr12	39660000	39670000	79	38530000.0	39660000.0	227	1	24.765605850790173	26.041013516067252	30.54074750343122	32.33320492877317
chr12	38715000	38720000	chr12	39295000	39300000	52	38728000.0	39300000.0	651	5	15.589527408266633	19.90062474159884	17.950886696581872	19.254234632203303
chr12	38725000	38730000	chr12	39495000	39500000	60	38721250.0	39496250.0	652	4	14.795408094472089	16.24146946838222	20.615807229202648	14.538723692789016
chr12	38730000	38740000	chr12	39670000	39680000	68	38725000.0	39665000.0	231	2	25.209205471906646	27.63851273640521	30.866508008373238	27.656189443180946
chr12	39280000	39290000	chr12	40010000	40020000	58	39280000.0	40010000.0	235	1	24.70723107469191	30.29202889772396	31.026425106583037	20.99086788859316
chr12	39310000	39320000	chr12	39660000	39670000	94	39310000.0	39660000.0	237	1	29.037093891474903	33.163436534796794	35.24957789915125	38.8420793980095
chr12	39315000	39320000	chr12	39495000	39500000	76	39309166.66666666	39492500.0	656	6	21.74729227228959	25.05989065644283	26.926105991951733	27.346708372513557
chr12	39710000	39720000	chr12	40080000	40090000	134	39710000.0	40080000.0	238	3	58.71453696025837	66.74206607429002	70.41415778808097	63.727102753249
chr12	40160000	40165000	chr12	40380000	40385000	58	40160000.0	40382500.0	658	2	25.72874717956273	25.517698227468124	31.074168779830647	27.175660947300216
chr12	40400000	40410000	chr12	40500000	40510000	247	40401666.66666666	40496666.66666666	244	6	116.89787094303215	114.17988419506337	133.73982423297798	131.43511074143362
chr12	40400000	40410000	chr12	40700000	40710000	112	40400000.0	40695000.0	245	2	51.436928076042975	53.5752206388655	61.84355194157998	54.86216095366206
chr12	40545000	40550000	chr12	40705000	40710000	100	40545000.0	40704285.71428571	660	7	31.378289961391104	38.5385123996799	37.799554587909896	31.368294567668233
chr12	40550000	40555000	chr12	40620000	40625000	138	40553333.33333333	40618333.33333333	661	3	63.48610032486274	73.6249569459452	84.54064373361156	57.570149409119644
chr12	40710000	40720000	chr12	41300000	41310000	48	40710000.0	41305000.0	248	2	16.572378143222686	21.4084090860532	14.991141884227938	19.879882686440922
chr12	41015000	41020000	chr12	41310000	41315000	46	41018333.33333333	41311666.66666666	662	3	14.621955634120624	15.684316245607224	14.850808874399743	14.752707885726778
chr12	41330000	41340000	chr12	42410000	42420000	57	41336666.66666666	42410000.0	250	3	23.007396545928426	29.67022247079809	27.285594739727394	27.451711528765355
chr12	41665000	41670000	chr12	42415000	42420000	42	41665000.0	42415000.0	196	1	10.70742903736219	13.374346126705673	10.632417120800683	10.578133163523649
chr12	42525000	42530000	chr12	42720000	42725000	116	42522500.0	42720000.0	197	2	62.09596149457482	74.44732336444473	71.43706914313276	54.29106571975503
chr12	42870000	42880000	chr12	43670000	43680000	103	42865000.0	43670000.0	257	2	39.51620777101274	42.66142734524277	51.375788667570745	37.00012529249853
chr12	42870000	42880000	chr12	43730000	43740000	81	42870000.0	43725000.0	259	2	30.24305324000997	32.636083160181194	36.23962645693037	36.66704889010479
chr12	43740000	43750000	chr12	44060000	44070000	55	43740000.0	44060000.0	262	1	24.24133542566516	23.24672424623888	23.700041904749607	26.66451773319448
chr12	43840000	43850000	chr12	44270000	44280000	112	43832500.0	44275000.0	263	4	37.02787632771166	51.31016342081345	37.94992819744804	32.38442589527391
chr12	43890000	43900000	chr12	44270000	44280000	78	43890000.0	44270000.0	264	1	32.171991177273505	46.65730685533336	32.834101436060244	23.14103637110545
chr12	44170000	44175000	chr12	44275000	44280000	91	44165000.0	44275000.0	201	3	39.28854783721285	44.854705940909916	36.28878744271576	42.40302911997213
chr12	44350000	44360000	chr12	45320000	45330000	91	44350000.0	45320000.0	266	1	31.665549765082517	47.35776990171614	33.41037963583363	37.95818088750283
chr12	44400000	44410000	chr12	45320000	45330000	103	44403333.33333333	45316666.66666666	267	3	30.629631497119554	43.37699472166123	29.79226563671093	26.42531573057059
chr12	45180000	45190000	chr12	45320000	45330000	89	45167500.0	45317500.0	268	4	40.36764238456161	43.19382713771263	46.500556212469746	41.92073576346387
chr12	45940000	45945000	chr12	46120000	46125000	69	45938750.0	46116250.0	202	4	33.158102594823276	36.50269927655707	39.77657299780552	38.30737354544328
chr12	46380000	46390000	chr12	46650000	46660000	169	46380000.0	46655000.0	276	2	83.19523362075795	74.1438984772002	108.58945484458374	63.90736372282727
chr12	46380000	46390000	chr12	46780000	46790000	121	46376666.66666666	46773333.33333333	274	3	58.28315674292744	49.21495532431044	76.94417599044526	67.40531025486847
chr12	46540000	46550000	chr12	47320000	47330000	85	46540000.0	47320000.0	282	1	43.00212922665791	45.98667920339236	45.73763490042621	24.93685194224
chr12	46540000	46550000	chr12	47410000	47420000	100	46530000.0	47410000.0	280	3	46.73898765664432	56.78298210670218	46.31920240701307	37.860718846134716
chr12	46730000	46740000	chr12	47320000	47330000	120	46725000.0	47310000.0	284	2	49.437753516442264	49.892108108403384	64.78822102138724	28.98326582282371
chr12	46730000	46740000	chr12	47410000	47420000	125	46730000.0	47390000.0	286	2	51.1303185012223	53.66365978469696	66.80930658727243	48.731533414433784
chr12	46760000	46770000	chr12	47050000	47060000	177	46742000.0	47056000.0	285	5	81.91074562843848	109.56126083904026	70.36125365048356	72.03593637257049
chr12	47425000	47430000	chr12	47700000	47705000	74	47423333.33333333	47698333.33333333	210	3	23.51322729989896	26.879201011874407	25.021102617355233	26.820845460310675
chr12	48045000	48050000	chr12	48170000	48175000	103	48043333.33333333	48166666.66666666	213	3	43.158558973460075	47.493364942264364	52.31041500930974	49.94251957896637
chr12	48110000	48115000	chr12	48170000	48175000	258	48106666.66666666	48171666.66666666	215	9	109.72674017057129	126.235010169799	135.89455712416154	109.19161222809994
chr12	48115000	48120000	chr12	48230000	48235000	127	48108333.33333333	48232500.0	216	6	61.70421809284957	69.67459524573407	73.08783582033347	60.8299621654751
chr12	48360000	48365000	chr12	48555000	48560000	99	48355000.0	48555000.0	219	3	49.97650703181543	61.602068552304274	51.39716576267839	43.31186283051324
chr12	48475000	48480000	chr12	48555000	48560000	140	48480000.0	48555000.0	220	5	69.15898179599817	76.78469949531005	71.86839144698213	72.8194474135298
chr12	48935000	48940000	chr12	49010000	49015000	150	48933000.0	49009000.0	221	5	49.705498867373294	52.574123006650254	55.51773401567771	50.52323474633985
chr12	49245000	49250000	chr12	49385000	49390000	116	49245000.0	49385000.0	223	1	50.45671561147115	57.36914071424741	59.44155222055452	56.6288753425751
chr12	49680000	49685000	chr12	49740000	49745000	185	49675833.33333333	49740833.33333333	228	6	70.882565444223	76.33766578970635	83.2433457550909	75.09854903145094
chr12	49750000	49760000	chr12	50100000	50110000	123	49750000.0	50100000.0	316	1	67.27662777040214	72.60596637870349	75.28516439875213	53.35456777935428
chr12	49755000	49760000	chr12	49900000	49905000	180	49749333.33333334	49906666.66666666	230	15	72.232609461504	75.88454579534779	99.81630018520485	69.71067163897519
chr12	50035000	50040000	chr12	50100000	50105000	519	50032894.7368421	50105000.0	232	19	144.4533483867333	162.23703241978615	178.76621201741048	150.2915061651391
chr12	50035000	50040000	chr12	50230000	50235000	110	50032000.0	50230000.0	233	5	51.25000632763482	59.12351757957345	56.49869990318353	51.07849844445941
chr12	50170000	50175000	chr12	50230000	50235000	267	50162500.0	50230416.66666666	234	12	91.19390508237652	110.07739740475115	108.24240090011423	85.39490564032263
chr12	50365000	50370000	chr12	50460000	50465000	220	50360263.15789473	50451842.10526316	236	19	92.01901719922935	100.55932663405676	114.16554349035715	94.93404527923923
chr12	50475000	50480000	chr12	50705000	50710000	67	50471666.66666666	50706666.66666666	238	3	29.380384284993376	37.318002580910225	31.13475553103457	28.64485857048935
